2012,37269,32231,15570,-1940,-2309,10421,9403,3144,14263,-3014,-7809,412,0,37,-4,1,39,263,275,46,-1,-190,11002,5192,1271,-727,129,-182,4338,10719,670,-2783,3058,21433,75697,4335,-1614,-620,763,5382,20488,1472,1619,361,6868,3874,869,-98,-142,204,1736,3960,714,-236,-1549,2413,5385,3038,-256,-1196,2332,404,2114,1251,-310,350,2174,5280,727,-49,-144,370,170,2520,488,-616,257,1709,9959,575,-451,-17,55,815,2802,332,-872,-301,6848,12180,1763,-546,-523,699,4862,4223,1879,-1145,1766,28798,37982,4175,-1827,-63,1496,2496,14668,4344,-3284,-1036,11257,10738,3582,-739,-635,1912,1915,8874,2343,-2026,-573,4152,6174,1016,-208,-199,665,2302,2690,1039,-256,-1226,1,0,1,105000,0.865384615
2013,44225,35079,17457,-2015,-2480,11399,11574,2894,15245,-3801,-9385,742,187,407,-17,7,360,122,740,151,-13,367,10687,5689,1865,-889,60,-220,3690,12876,41,-2257,1097,23133,92903,6194,-2039,-657,1118,9013,32761,2541,-1737,2706,7079,4259,1002,-105,-57,257,1159,3908,666,-241,-1122,3332,6734,3575,-391,-1358,2681,423,2488,1999,-385,-1870,2656,6337,1113,-41,-262,619,536,2841,943,-791,215,2829,9012,827,-436,-112,198,974,2748,777,-814,-144,8509,13936,2239,-633,-566,786,6146,5140,1355,-1657,336,32021,39863,4784,-2030,242,1694,4222,16706,4098,-2756,-805,12931,11316,4010,-871,-732,1924,1782,9450,2777,-2336,-630,4642,6829,1230,-218,-240,845,3373,3209,1178,-280,-69,1,0,1,112500,0.901101538
2014,43645,38080,18237,-2393,-2007,12362,10434,2622,15896,-4493,-13144,777,776,183,-47,-9,66,165,650,219,-43,-199,10315,7265,2445,-1216,103,-262,3686,13760,1465,-2101,-187,25643,120470,10376,-2547,-1786,2406,14909,40081,8987,-3569,877,7476,2768,1020,-110,-96,403,1830,4804,664,-204,-61,4324,7726,3839,-427,-1579,3229,3999,7340,1835,-673,2395,3109,6387,1078,-28,-245,612,974,3133,1318,-662,-219,2568,10596,513,-470,64,-132,908,3071,2,-571,217,10265,14936,1981,-677,-374,827,6437,6661,1275,-1657,789,33255,42546,5126,-2227,150,1488,5847,19521,2571,-2405,-523,13304,11213,2915,-1004,-372,903,1722,10785,2480,-2748,218,5139,7841,1344,-250,-266,962,4149,4091,1215,-468,138,1,0,1,117143.20,0.930790769
2015,50334,46720,21855,-3074,-3634,12879,13835,3599,23581,-5261,-15328,827,859,208,-50,-9,88,221,585,291,-33,-182,9192,10224,4489,-1419,434,-925,2448,14917,2602,-1458,-2529,29621,162915,12872,-3693,-2750,5129,18844,65883,7385,-5704,15165,8030,2957,990,-107,193,560,2756,4921,324,-257,-994,10164,11122,5234,-902,-1784,3651,1250,13299,2843,-8559,2915,3181,6597,1531,-360,-290,699,1967,3822,1933,-521,-623,2839,13667,964,-491,-58,101,531,3603,-316,-618,438,15009,20302,2176,-1073,-820,282,10887,13785,3633,-2594,3887,31970,43581,-608,-2607,1498,-4596,6918,26460,7162,-2451,-2482,13717,11712,4118,-1074,-52,536,1639,13121,2641,-2452,-266,6156,9760,1477,-319,-137,1166,4434,5152,982,-507,-158,1,0,1,121002.80,0.931683846
2016,46651,45603,20612,-3512,-315,13083,8160,5396,12345,-4133,-11645,1286,890,619,-51,-187,281,480,602,309,-40,-211,10143,9882,2721,-1404,-726,1692,3696,14013,3003,-2313,638,23517,170381,11103,-4501,274,565,9356,56260,3667,-3791,-8097,8708,3228,1100,-72,339,1175,1348,860,882,-213,-4740,12903,12301,5535,-966,-1837,4183,265,10791,5129,-527,-3141,2591,5657,1966,-390,-412,901,2108,4069,2088,-438,-1374,2695,11660,734,-490,5,21,1068,3271,1702,-845,-451,12845,21436,1994,-1276,36,592,9833,12254,-309,-3104,15,24725,37562,939,-2575,-305,-2886,6088,20583,3516,-1378,-2338,15419,14098,4577,-1147,-1182,2947,1886,11964,3004,-2136,-626,6071,9367,1407,-343,-152,1128,4763,4400,2131,-362,-1064,1,0,1,121118.90,0.975253846
2017,47983,47899,20036,-3612,-5079,7851,10366,2553,17874,-3204,-12864,1073,3020,576,-145,-31,306,402,840,422,-152,-251,11622,10521,4662,-1404,-432,1807,2709,12192,2950,-1780,-2494,26141,163170,11219,-4472,-127,1025,11741,57024,5204,-3132,-634,7738,3638,1237,-77,-248,965,1522,656,933,-212,-1417,15361,11600,5278,-947,-1821,4265,6024,9246,5520,-472,-1716,2017,5538,1518,-375,-277,640,1728,4213,1637,-353,-1383,1808,13168,1062,-524,420,-844,601,3569,440,-1106,158,13835,18713,2156,-1096,-80,847,12029,13889,2506,-2266,1104,23894,36918,3193,-2093,-296,-339,3377,16510,2076,-911,-4056,17513,14608,5264,-1302,-985,2519,2283,12101,3302,-1977,-934,6843,9524,1466,-284,-99,1141,4574,4056,1290,-266,-1153,1,0,1,126783.00,0.858576923
